LandOcc,Type,Subtype,Subsubtype,Country_CF
Raw;land;Occupation, annual crop, irrigated,, CY;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated,, CZ;;1.082290134;m2a
Raw;land;Occupation, annual crop, irrigated,, DE;;1.083124472;m2a
Raw;land;Occupation, annual crop, irrigated,, Deserts and xeric shrub;;0;m2a
Raw;land;Occupation, annual crop, irrigated,, DJ;;0;m2a
Raw;land;Occupation, annual crop, irrigated,, DK;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated,, DM;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated,, DO;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated,, DZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated,, EC;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated,, EE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated,, EG;;0.067660838;m2a
Raw;land;Occupation, annual crop, irrigated,, EH;;0;m2a
Raw;land;Occupation, annual crop, irrigated,, ER;;0.925617899;m2a
Raw;land;Occupation, annual crop, irrigated,, ES;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated,, ET;;0.906255419;m2a
Raw;land;Occupation, annual crop, irrigated, extensive,
Raw;land;Occupation, annual crop, irrigated, extensive, (Sub)trop coniferous forest;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, (Sub)trop dry br.leaf forest;;0.827806825;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, (Sub)trop grass savan & shrub;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, (Sub)trop moist br.leaf for.;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AD;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AE;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AF;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AG;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AI;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AL;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AM;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AO;;0.927539551;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AR;;0.897861242;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AT;;0.94627046;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AU;;1.053114778;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AW;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AX;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, AZ;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BA;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BB;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BD;;0.770829121;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BF;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BG;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BH;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BI;;0.890566695;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BJ;;0.915227579;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BL;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BN;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BO;;0.792123448;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Boreal forest and taiga;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BQ;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BR;;0.810935058;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BS;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BT;;1.054013204;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BW;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BY;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, BZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CA;;1.050185997;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CD;;0.884371483;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CF;;0.906451125;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CG;;0.84473427;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CH;;0.958190543;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CI;;0.834856142;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CL;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CM;;0.86923418;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CN;;0.995603237;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CO;;0.855864144;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CR;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CU;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CV;;0.68508151;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CW;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CY;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, CZ;;1.082290134;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, DE;;1.083124472;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Deserts and xeric shrub;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, DJ;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, DK;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, DM;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, DO;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, DZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, EC;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, EE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, EG;;0.067660838;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, EH;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ER;;0.925617899;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ES;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ET;;0.906255419;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, FI;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, FJ;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, FK;;0.328268224;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Flooded grasss and savan;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, FR;;1.07959775;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GA;;0.831292662;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GB;;1.083077999;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GD;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GF;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GG;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GH;;0.847580307;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GI;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GLO;;1;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GM;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GN;;0.888673404;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GP;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GQ;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GR;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GT;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GW;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, GY;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, HK;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, HN;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, HR;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, HT;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, HU;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ID;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, IE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, IL;;0.341785397;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, IM;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, IN;;0.777530204;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, IQ;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, IR;;1.040720907;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, IT;;0.991489192;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, JE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, JM;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, JO;;0.338682736;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, JP;;1.084461663;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KE;;0.877926826;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KG;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KH;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KM;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KN;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KP;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KR;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KW;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KY;;0.68508151;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, KZ;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LA;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LB;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LC;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LI;;0.906669335;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LK;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LR;;0.771050108;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LS;;0.78498923;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LT;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LU;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LV;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, LY;;0.21004131;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MA;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Mangroves;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MC;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MD;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ME;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Medit. forest wood. and scrub;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MF;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MG;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MK;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ML;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MM;;0.77162675;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MN;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MO;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Montane grass and shrub;;0.78498923;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MQ;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MR;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MS;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MT;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MU;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MW;;0.927639363;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MX;;0.83341843;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MY;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, MZ;;0.888057914;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NA;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NC;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NE;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NG;;0.859681972;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NI;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NL;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NO;;0.83890587;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NP;;0.873844135;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, NZ;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, OCE;;1.053433341;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, OM;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PA;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PE;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PG;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PH;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PK;;0.773696494;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PL;;1.072721564;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PR;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PS;;0.342477137;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PT;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, PY;;0.789369914;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, QA;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RAF;;0.895993103;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RAS;;0.930132592;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RE;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RER;;1.069697678;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RLA;;0.823921593;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RNA;;0.987448262;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RO;;1.037428936;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RS;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RU;;1.081131918;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, RW;;0.880757394;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SA;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SB;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SD;;0.92769844;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SG;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SI;;1.029847274;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SK;;1.027430315;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SL;;0.825722299;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SM;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SN;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SO;;0.822888458;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SR;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SS;;0.923938187;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ST;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SV;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SX;;1;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SY;;0.340272616;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, SZ;;0.837443133;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TC;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TD;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Temp br.leaf forest;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Temp coniferous forest;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Temp grasss savan and shrub;;0.328268224;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TG;;0.892510808;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TH;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TJ;;0.78498923;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TL;;0.827806825;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TM;;0.78498923;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TN;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TR;;1.048358148;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TT;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, Tundra;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TW;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, TZ;;0.891123656;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, UA;;1.056114961;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, UG;;0.912736668;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, US;;0.982679258;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, UY;;0.927679851;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, UZ;;0.78498923;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, VA;;0.342540755;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, VC;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, VE;;0.870659308;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, VG;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, VI;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, VN;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, VU;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, WF;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, YE;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, YT;;0;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ZA;;0.873196726;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ZM;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated, extensive, ZW;;0.927714545;m2a
Raw;land;Occupation, annual crop, irrigated,, FI;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated,, FJ;;0;m2a
Raw;land;Occupation, annual crop, irrigated,, FK;;0.328268224;m2a
Raw;land;Occupation, annual crop, irrigated,, Flooded grasss and savan;;0;m2a
Raw;land;Occupation, annual crop, irrigated,, FR;;1.07959775;m2a
Raw;land;Occupation, annual crop, irrigated,, GA;;0.831292662;m2a
Raw;land;Occupation, annual crop, irrigated,, GB;;1.083077999;m2a
Raw;land;Occupation, annual crop, irrigated,, GD;;0.770716699;m2a
Raw;land;Occupation, annual crop, irrigated,, GE;;1.084712391;m2a
Raw;land;Occupation, annual crop, irrigated,, GF;;0.770716699;m2a
